IPO Date,Symbol,Company Name,IPO Price,Current,Return,Market Cap,Shares Offered,Deal Size,Open Price,Return (Open),Exchange,Sector,Industry,Country,Employees,Founded,Volume,Rating,Div. ($),Div. Yield,Div. Growth,Revenue,Rev. Growth,Rev. Growth (Q),Gross Profit,GP Growth,Net Income,NetInc Growth,EBITDA,Investing CF,Financing CF,Profit Margin,Tax / Revenue,Equity,Working Capital
2020-08-21,NNOX,Nano-X Imaging Ltd.,18.00,8.92,-50.44%,511055344,5882353,105882354,20.34,-56.15%,NASDAQ,Healthcare,Medical Devices,Israel,164,,528683,Strong Buy,,,,9905000,15.47%,12.43%,-6592000,,-60776000,,-50957000,35433000,27252000,-613.59%,-3.42%,195514000,73111000
2020-08-21,FST,FAST Acquisition Corp.,10.00,10.18,1.80%,254500000,20000000,200000000,,,,Blank Check / SPAC,Blank Check / SPAC,United States,,2020,,,,,,,,,,,40352612,,40997707,,3679240,,,-17150500,-1203944
2020-08-21,CLA,Colonnade Acquisition,10.00,12.00,20.00%,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,
2020-08-21,HZAC,Horizon Acquisition Corp.,10.00,12.29,22.90%,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,
2020-08-19,HRMY,"Harmony Biosciences Holdings, Inc.",24.00,28.93,20.54%,1642330063,4651163,111627912,39.99,-27.66%,NASDAQ,Healthcare,Biotechnology,United States,246,2017,297652,Buy,,,,582022000,32.93%,31.26%,460786000,30.03%,128853000,-28.99%,221512000,-46439000,-105552000,22.14%,7.65%,466992000,287289000
2020-08-19,INBX,"Inhibrx, Inc.",17.00,34.09,100.53%,1615606916,6000000,102000000,22.10,54.25%,NASDAQ,Healthcare,Biotechnology,United States,172,2010,168327,Buy,,,,1800000,-17.88%,496.35%,1800000,-17.88%,-241361000,,-206562000,-4593000,201961000,-13408.94%,0.17%,43503000,239046000
2020-08-19,BFT,Foley Trasimene Acquisition II,10.00,15.10,51.00%,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,
2020-08-18,FIII,Forum Merger III Corporation,10.00,10.19,1.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-18,NGA,Northern Genesis Acquisition Corp.,10.00,16.17,61.70%,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,
2020-08-18,AONE,One,10.00,8.56,-14.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-18,STPK,Star Peak Energy Transition Corp.,10.00,26.61,166.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-14,DCT,"Duck Creek Technologies, Inc.",27.00,18.99,-29.67%,2523733020,15000000,405000000,42.00,-54.79%,NASDAQ,Technology,Software - Application,United States,1883,2016,1866307,,,,,310082000,12.81%,9.76%,175597000,10.54%,-14185000,,6191000,-23970000,-1757000,-4.57%,0.12%,731303000,271176000
2020-08-14,CVAC,CureVac N.V.,16.00,2.31,-85.56%,517169730,13333333,213333328,44.00,-94.75%,NASDAQ,Healthcare,Biotechnology,Germany,904,2000,1242350,Hold,,,,59731111,-20.26%,93.06%,-75800810,,-289074444,,-251305967,-59259641,247873846,-483.96%,0.36%,554959023,313466324
2020-08-14,LCAP,Lionheart Acquisition Corp. II,10.00,10.78,7.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-14,DGNR,Dragoneer Growth Opportunities Corp.,10.00,9.26,-7.40%,,,,,,,Financial Services,Shell Companies,United States,,,,,,,,,,,,,,,,,,,,,
2020-08-14,DMYD,"dMY Technology Group, Inc. II",10.00,16.21,62.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-13,BEKE,KE Holdings Inc.,20.00,13.81,-30.95%,17417226121,106000000,2120000000,35.06,-60.61%,NYSE,Real Estate,Real Estate Services,China,98540,2001,8139027,Strong Buy,,,,10969948096,28.20%,20.64%,2997572738,57.60%,,,,-548975874,-960855601,,,9951391818,4172367913
2020-08-13,NTST,NETSTREIT Corp.,18.00,17.02,-5.44%,1246235036,15788056,284185008,18.00,-5.44%,NYSE,Real Estate,REIT - Retail,United States,28,,615463,Buy,0.82,4.82%,1.88%,131905000,37.00%,35.03%,115492000,36.54%,6837000,-15.77%,89523000,-451953000,331184000,5.18%,-0.04%,1264904000,
2020-08-13,RBAC,RedBall Acquisition Corp.,10.00,,,720187520,50000000,500000000,,,,Blank Check / SPAC,Blank Check / SPAC,United States,,,,,,,,,,,,,17721074,114.39%,17721074,,400000,,,-34541355,-13533725
2020-08-12,KBNT,"Kubient, Inc.",5.00,0.00,-99.98%,14727,1583334,7916670,5.00,-99.98%,OTCMKTS,Technology,Software - Application,NY,16,2017,3245,,,,,1169852,-64.28%,-99.06%,1069956,-76.12%,-11765664,,-9163257,-25578,-416120,-1005.74%,-59.19%,10449221,10518121
2020-08-12,FSDC,FS Development Corp.,10.00,12.66,26.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-12,FAII,Fortress Value Acquisition Corp. II,10.00,10.28,2.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-07,IBEX,IBEX Limited,19.00,13.06,-31.26%,229491626,4800000,91200000,18.00,-27.44%,NASDAQ,Technology,Information Technology Services,United States,32000,2017,26329,Buy,,,,513095000,-1.18%,-4.80%,133554000,13.92%,38911000,50.99%,76085000,-12803000,-7751000,7.58%,1.61%,156113000,95260000
2020-08-07,FRLN,Freeline Therapeutics Holdings plc,18.00,6.48,-64.00%,28239516,7352941,132352938,,,,Healthcare,Biotechnology,United Kingdom,152,2015,,,,,,,,,,,,,,,,,,,
2020-08-07,ARYA,ARYA Sciences Acquisition Corp. III,10.00,11.16,11.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-07,CMPI,"Checkmate Pharmaceuticals, Inc.",15.00,,,,,,,,,Healthcare,Biotechnology,United States,30,,,,,,,,,,,,,,,,,,,,
2020-08-07,VMAC,"Vistas Media Acquisition Company, Inc.",10.00,9.83,-1.70%,,,,,,,,,United States,,2020,,,,,,,,,,,,,,,,,,,
2020-08-06,RKT,"Rocket Companies, Inc.",18.00,12.20,-32.22%,24224800290,150000000,2700000000,18.00,-32.22%,NYSE,Financials,Mortgage Finance,United States,14700,1985,2353309,Sell,,,,3799269000,-34.93%,44.30%,1541978000,-49.29%,-15514000,,235326000,861153000,-623558000,-0.41%,-0.34%,624900000,
2020-08-06,OSH,"Oak Street Health, Inc.",21.00,39.00,85.71%,9517092000,15600000,327600000,42.50,-8.24%,NYSE,Healthcare,Medical Care Facilities,United States,6000,2012,2860706,Hold,,,,2160900000,50.84%,46.59%,78100000,161.20%,-509200000,,-435900000,281100000,66400000,-23.56%,0.01%,-271100000,395500000
2020-08-06,AFIB,"Acutus Medical, Inc.",18.00,0.16,-99.09%,4855594,7400000,133200000,24.11,-99.32%,NASDAQ,Healthcare,Medical Devices,United States,230,2011,133201,,,,,7164000,136.36%,,-3137000,,-81663000,,-75071000,58555000,-2664000,-1139.91%,0.88%,-879000,27310000
2020-08-06,GRSV,"Gores Holdings V, Inc.",10.00,10.59,5.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-06,KSMT,Kismet Acquisition One Corp.,10.00,10.49,4.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-05,GOAC,GO Acquisition Corp.,10.00,,,719468736,50000000,500000000,,,,Blank Check / SPAC,Blank Check / SPAC,United States,,2020,,,,,,,,,,,27847575,2237.75%,28002331,,600000,,,-22737517,-2873038
2020-08-05,BIGC,"BigCommerce Holdings, Inc.",24.00,5.71,-76.21%,437386000,6900000,165600000,68.00,-91.60%,NASDAQ,Technology,Software - Application,United States,1321,2009,587042,Hold,,,,309394000,10.86%,16.18%,235192000,12.48%,-64671000,,-49307000,2816000,1242000,-20.90%,,25533000,271236000
2020-08-05,RXT,"Rackspace Technology, Inc.",21.00,1.68,-92.00%,363563760,33500000,703500000,16.85,-90.03%,NASDAQ,Technology,Software - Infrastructure,United States,5800,1998,878045,Hold,,,,2957100000,-5.29%,-8.55%,628800000,-26.62%,-837800000,,-189900000,-96000000,-312800000,-28.33%,-0.56%,-154500000,-61400000
2020-08-05,HOL,"Holicity, Inc.",10.00,12.35,23.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-05,BOWX,BowX Acquisition Corp.,10.00,10.38,3.80%,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,
2020-08-04,HSAQ,Health Sciences Acquisitions Corporation 2,10.00,13.31,33.10%,149233051,,,11.41,16.65%,NASDAQ,Financials,Shell Companies,United States,,,119605,,,,,,,,,,-2735123,,-2735123,92591090,-92591090,,,-6944676,-1444676
2020-08-04,YAC,Yucaipa Acquisition Corp.,10.00,9.93,-0.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-31,VITL,"Vital Farms, Inc.",22.00,26.44,20.18%,1105080952,7800000,171600000,35.00,-24.46%,NASDAQ,Consumer Staples,Farm Products,United States,447,2007,476314,Buy,,,,471857000,30.33%,23.37%,162326000,48.32%,25566000,1943.65%,45037000,22383000,-2054000,5.42%,1.41%,192677000,130303000
2020-07-31,ETAC,E.merge Technology Acquisition Corp.,10.00,10.06,0.60%,492718688,50000000,500000000,,,,Blank Check / SPAC,Blank Check / SPAC,United States,,2020,,,,,,,,,,,17287361,703.17%,17449937,229967,1655943,,,-26647486,490094
2020-07-31,VSTA,Vasta Platform Limited,19.00,3.79,-79.95%,313226553,18600000,353400000,22.10,-82.76%,NASDAQ,Consumer Staples,Education & Training Services,Brazil,2012,1966,4396,Buy,,,,305189528,17.56%,9.72%,177393074,15.70%,-17201643,,91511405,8659910,-41363346,-5.64%,-2.33%,876105308,1846670
2020-07-31,FTHM,Fathom Holdings Inc.,10.00,1.48,-85.20%,30748924,2500000,25000000,11.50,-87.13%,NASDAQ,Real Estate,Real Estate Services,United States,241,2010,8940,Strong Buy,,,,345226000,-16.40%,-11.23%,37132000,-8.81%,-23981000,,-15978000,-1868000,11600000,-6.95%,0.04%,55234000,6842000
2020-07-31,POLCQ,Polished.com Inc,,0.00,,422,,,470.00,-100.00%,OTCMKTS,Consumer Discretionary,Specialty Retail,United States,391,1951,279,,,,,,,-43.80%,,,,,,,,,,54366000,16545000
2020-07-31,NHIC,NewHold Investment Corp.,10.00,9.55,-4.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-31,PRPB,CC Neuberger Principal Holdings II,10.00,9.35,-6.50%,,,,,,,Financial Services,Shell Companies,United States,,2020,,,,,,,,,,,,,,,,,,,
2020-07-30,LI,Li Auto Inc.,11.50,23.47,104.09%,24064897869,95000000,1092500000,15.50,51.42%,NASDAQ,Consumer Discretionary,Auto Manufacturers,China,31591,2015,6812710,Strong Buy,,,,17468453032,173.48%,136.44%,3794591861,212.80%,1650794499,,1688865076,-1665402,25583401,9.45%,-1.07%,8299770090,5766097871
2020-07-30,ALVR,"AlloVir, Inc.",17.00,0.80,-95.29%,91250400,14800000,251600000,20.00,-96.00%,NASDAQ,Healthcare,Biotechnology,United States,112,2013,566527,Hold,,,,,,,,,-190418000,,-182253000,37985000,70495000,,,145781000,159268000
2020-07-30,CCIV,Churchill Capital Corp. IV,10.00,24.25,142.50%,,,,,,,Financials,Diversified Financial Services,United States,,,,,,,,,,,,,,,,,,,,,
2020-07-29,VERX,"Vertex, Inc.",19.00,29.41,54.79%,4538980174,21150000,401850000,25.56,15.06%,NASDAQ,Technology,Software - Application,United States,1500,1978,1174607,Buy,,,,572387000,16.43%,18.14%,348579000,16.78%,-13093000,,59538000,-66171000,-26482000,-2.29%,-1.50%,252981000,-174158000
2020-07-28,ACEV,ACE Convergence Acquisition Corp.,10.00,10.48,4.80%,,,,,,NASDAQ,,,United States,,2020,31566,,,,,,,,,,,,,,,,,,
2020-07-24,NRIX,"Nurix Therapeutics, Inc.",19.00,12.36,-34.95%,733164300,8800000,167200000,18.06,-31.56%,NASDAQ,Healthcare,Biotechnology,United States,284,2009,942879,Buy,,,,80887000,94.02%,30.74%,80887000,94.02%,-144733000,,-130281000,87746000,3360000,-178.93%,0.11%,168748000,163346000
2020-07-24,ANNX,"Annexon, Inc.",17.00,4.59,-73.00%,482344740,10000000,170000000,17.40,-73.62%,NASDAQ,Healthcare,Biotechnology,United States,71,2011,1897852,Strong Buy,,,,,,,,,-134237000,,-130970000,70703000,135524000,,,250556000,245932000
2020-07-24,ITOS,"iTeos Therapeutics, Inc.",19.00,10.60,-44.21%,379936860,8900000,169100000,25.55,-58.51%,NASDAQ,Healthcare,Biotechnology,United States,157,2011,163274,Strong Buy,,,,12595000,-95.29%,,12595000,-95.29%,-112642000,,-108132000,72658000,1113000,-894.34%,28.68%,575228000,510638000
2020-07-24,INZY,"Inozyme Pharma, Inc.",16.00,4.33,-72.94%,267472760,5000000,80000000,20.80,-79.18%,NASDAQ,Healthcare,Biotechnology,United States,59,,607891,Strong Buy,,,,,,,,,-71169000,,-66509000,-53646000,125969000,,,140479000,181564000
2020-07-24,GRCY,Greencity Acquisition Corporation,10.00,,,16408560,4000000,40000000,,,,Financials,Shell Companies,China,,,,,,,,,,,,,,,,,,,,,
2020-07-24,ACND,Ascendant Digital Acquisition Corp.,10.00,9.52,-4.80%,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,
2020-07-23,MEG,"Montrose Environmental Group, Inc.",15.00,41.16,174.40%,1384062624,10000000,150000000,16.50,149.45%,NYSE,Industrials,Waste Management,United States,3100,2012,192572,Strong Buy,,,,624208000,14.66%,18.80%,240305000,24.81%,-47259000,,31928000,-101624000,-20110000,-7.57%,-0.16%,321252000,74637000
2020-07-23,ERES,East Resources Acquisition Company,10.00,10.85,8.50%,124568850,30000000,300000000,,,NASDAQ,Financials,Shell Companies,United States,,2020,110732,,,,,,,,,,-10171124,,-10118639,316283530,-69366578,,,-19515673,-16167458
2020-07-23,EDTK,Skillful Craftsman Education Technology Limited,5.00,1.00,-79.90%,15526747,3000000,15000000,5.35,-81.21%,NASDAQ,Consumer Staples,Education & Training Services,China,71,2013,122956,,,,,5522753,-78.52%,,-15386059,,-18289842,,-12384442,9135,1000000,-331.17%,7.73%,25606227,19622765
2020-07-22,PSTH,"Pershing Square Tontine Holdings, Ltd.",20.00,20.14,0.70%,4028000000,,,,,,Financials,Diversified Financial Services,United States,,2020,,,,,,1270,99.06%,199.06%,1270,99.06%,477795215,,478080360,162739,-85000,37621.00%,22452.36%,-274041688,21045457
2020-07-22,JAMF,Jamf Holding Corp.,26.00,19.15,-26.35%,2457576950,16000000,416000000,46.00,-58.37%,NASDAQ,Technology,Software - Application,United States,2767,2002,421246,Buy,,,,560571000,17.08%,15.59%,434512000,20.85%,-110086000,,-58100000,-22476000,5321000,-19.64%,0.41%,717547000,-19516000
2020-07-22,PSAC,Property Solutions Acquisition Corp.,10.00,13.78,37.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-17,ALXO,ALX Oncology Holdings Inc.,19.00,16.87,-11.21%,851914756,,,36.50,-53.78%,NASDAQ,Healthcare,Biotechnology,United States,72,2015,495377,Strong Buy,,,,,,,,,-160805000,,-158404000,44657000,59291000,,,189712000,152658000
2020-07-17,CELL,PhenomeX Inc.,22.00,1.00,-95.46%,98794424,,,,,NASDAQ,Healthcare,Biotechnology,United States,285,2011,203908,Hold,,,,,,,,,,,,,,,,,
2020-07-17,RNLX,Renalytix Plc,13.50,0.62,-95.38%,41262978,,,13.90,-95.51%,NASDAQ,Healthcare,Health Information Services,United States,102,2018,198242,Strong Buy,,,,2410000,-36.65%,-40.52%,152000,-85.10%,-41849000,,-41246000,64000,16346000,-1736.47%,0.29%,-7956000,-5672000
2020-07-17,PAND,"Pandion Therapeutics, Inc.",18.00,60.05,233.61%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-17,DFHT,Deerfield Healthcare Technology Acquisitions Corp.,10.00,14.92,49.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-16,RLAY,"Relay Therapeutics, Inc.",20.00,6.16,-69.22%,807406745,,,35.00,-82.41%,NASDAQ,Healthcare,Biotechnology,United States,323,2015,1349345,Strong Buy,,,,25546000,1749.82%,,25546000,1749.82%,-341973000,,-336704000,257634000,34753000,-1338.66%,,752003000,739834000
2020-07-16,TIG,"Trean Insurance Group, Inc.",15.00,,,315627296,,,,,,Financials,Insurance - Specialty,United States,344,1996,,,,,,,,,,,,,,,,,,,
2020-07-15,HPX,HPX Corp.,10.00,16.69,66.90%,149020658,,,,,NYSEAMERICAN,Financials,Shell Companies,United States,,2020,1008573,,,,,,,,,,3396074,-15.65%,3396074,,-195081445,,,-13234102,-1089624
2020-07-15,GOCO,"GoHealth, Inc.",21.00,10.01,-52.33%,97083186,,,375.00,-97.33%,NASDAQ,Financials,Insurance Brokers,United States,2530,2001,8067,Hold,,,,734671000,16.31%,298.84%,575710000,29.66%,-63257000,,116133000,-13732000,-21106000,-8.61%,0.02%,231014000,106427000
2020-07-15,MLAC,Malacca Straits Acquisition Company Limited,10.00,10.53,5.30%,43289872,,,,,NASDAQ,Financials,Shell Companies,Hong Kong,,,300,,,,,,,,,,-869444,,-869444,42333267,-40890012,,,-10077869,-4121516
2020-07-15,DEH,D8 Holdings Corp.,10.00,11.57,15.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-14,NCNO,"nCino, Inc.",31.00,29.78,-3.94%,3401382260,,,71.00,-58.06%,NASDAQ,Technology,Software - Application,United States,1791,2011,1198322,Buy,,,,476543000,16.71%,13.29%,285073000,19.42%,-42346000,,13177000,-6328000,-21113000,-8.89%,0.33%,1049176000,35739000
2020-07-14,AACQ,"Artius Acquisition, Inc",10.00,9.99,-0.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-13,PTK,PTK Acquisition Corp.,10.00,7.28,-27.20%,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,
2020-07-10,NKTX,"Nkarta, Inc.",18.00,6.82,-62.11%,480589032,,,54.75,-87.54%,NASDAQ,Healthcare,Biotechnology,United States,150,2015,1534702,Strong Buy,,,,,,,,,-117501000,,-109410000,79015000,691000,,,273285000,229741000
2020-07-10,PSTX,"Poseida Therapeutics, Inc.",16.00,2.05,-87.19%,197802655,,,17.00,-87.94%,NASDAQ,Healthcare,Biotechnology,United States,330,2014,266623,Strong Buy,,,,64703000,-50.42%,148.68%,64703000,-50.42%,-123430000,,-109038000,39134000,16127000,-190.76%,0.17%,103701000,155157000
2020-07-10,IVA,Inventiva S.A.,14.40,3.16,-78.06%,165492629,,,15.13,-79.11%,NASDAQ,Healthcare,Biotechnology,France,120,2011,24538,Strong Buy,,,,25736667,172.47%,,24837574,172.47%,-122695556,,-107591957,-8289914,31183417,-476.73%,2.53%,-34347760,-2111349
2020-07-10,QH,Quhuo Limited,10.00,0.56,-94.39%,3638246,,,1531.00,-99.96%,NASDAQ,Technology,Software - Application,China,490,2012,144179,,,,,522198449,-8.02%,,22992286,-5.12%,470240,,4558878,2537019,3342533,0.09%,-0.02%,69854822,33209086
2020-07-08,BLCT,BlueCity Holdings Ltd.,16.00,1.54,-90.37%,57699180,,,20.45,,,Communication Services,Interactive Media & Services,China,801,2011,,Sell,,,,154250509,4.39%,-12.63%,49935706,12.08%,-44361909,,-42375675,18676468,9175,-28.76%,0.08%,63893764,45494637
2020-07-08,TXAC,Therapeutics Acquisition Corp.,10.00,12.96,29.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-08,RACA,Therapeutics Acquisition Corp.,10.00,10.27,2.74%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-02,LMND,"Lemonade, Inc.",29.00,17.66,-39.10%,1240162904,,,50.06,-64.72%,NYSE,Financials,Insurance - Property & Casualty,United States,1258,2015,1121459,Hold,,,,429800000,67.43%,30.66%,90200000,98.68%,-236900000,,-209800000,88700000,15400000,-55.12%,1.65%,708900000,
2020-07-02,ACCD,"Accolade, Inc.",22.00,9.19,-58.23%,711375844,,,35.00,-73.74%,NASDAQ,Healthcare,Health Information Services,United States,2370,2007,762827,Strong Buy,,,,388486000,8.55%,9.26%,173400000,4.19%,-122731000,,-81869000,-12788000,-58153000,-31.59%,0.12%,434719000,156421000
2020-07-02,CPSR,Capstar Special Purpose Acquisition Corp.,10.00,7.36,-26.40%,,,,,,,,,United States,,2020,,,,,,,,,,,,,,,,,,,
2020-07-01,DNB,"Dun & Bradstreet Holdings, Inc.",22.00,9.24,-58.00%,4054475040,,,25.54,-63.81%,NYSE,Financials,Financial Data & Stock Exchanges,United States,6414,1841,2066588,Buy,0.20,2.17%,,2314000000,4.02%,5.95%,1483000000,-1.34%,-47000000,,727500000,-191800000,-282400000,-2.03%,-1.48%,3419100000,-386100000
2020-07-01,PANA,Panacea Acquisition Corp.,10.00,10.42,4.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-30,ADTX,"Aditxt, Inc.",9.00,2.53,-71.89%,4962620,,,11000.00,-99.98%,NASDAQ,Healthcare,Biotechnology,United States,47,2017,174993,Strong Buy,,,,645176,-30.90%,-56.20%,-111660,,-32700710,,-27643129,-14407,15919680,-5068.49%,,16056377,-18976866
2020-06-30,GSAH,GS Acquisition Holdings Corp. II,10.00,10.26,2.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-26,ACI,"Albertsons Companies, Inc.",16.00,19.91,24.44%,11496193280,,,15.50,28.45%,NYSE,Consumer Staples,Grocery Stores,United States,285000,,3750068,Buy,0.48,2.41%,,79237700000,2.05%,0.41%,22045700000,1.33%,1296000000,-14.37%,4525300000,-1746700000,-1183400000,1.64%,0.37%,2747500000,-1170200000
2020-06-26,FUSN,Fusion Pharmaceuticals Inc.,17.00,21.40,25.88%,1816111000,,,18.50,15.68%,NASDAQ,Healthcare,Biotechnology,Canada,101,2014,367468,Hold,,,,2068000,41.55%,,2068000,41.55%,-94897000,,-85080000,-42763000,142006000,-4588.83%,38.06%,222480000,227175000
2020-06-26,API,"Agora, Inc.",20.00,2.50,-87.50%,243875000,,,45.00,-94.44%,NASDAQ,Technology,Software - Application,China,1001,2013,69163,Hold,,,,141538000,-11.91%,-10.16%,89475000,-10.01%,-87219000,,-75362000,56643000,-52368000,-61.62%,0.30%,604749000,204535000
2020-06-26,EBON,Ebang International Holdings Inc.,5.23,7.80,49.14%,51042716,,,138.00,-94.35%,NASDAQ,Technology,Computer Hardware,China,297,,4696,,,,,11354826,-56.76%,,2161530,-41.67%,-41631172,,,,,-366.64%,-0.58%,309349195,247135743
2020-06-26,PYPD,PolyPid Ltd.,16.00,4.81,-69.96%,7947836,,,480.00,-99.00%,NASDAQ,Healthcare,Biotechnology,Israel,59,2008,1523,Buy,,,,,,,,,-23865000,,-21045000,3804000,9976000,,,-2096000,-1219000
2020-06-26,FUSE,Fusion Acquisition Corp.,10.00,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-26,KCAC,Kensington Capital Acquisition Corp.,10.00,23.50,135.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-26,AKUS,"Akouos, Inc.",17.00,13.29,-21.82%,,,,,,NASDAQ,Healthcare,Biotechnology,United States,103,2016,1790496,Buy,,,,,,,,,,,,,,,,,
2020-06-24,BRLI,Brilliant Acquisition Corporation,10.00,4.70,-53.00%,8529090,,,,,NASDAQ,Financials,Shell Companies,China,,2019,370983,,,,,,,,,,-586638,,-586638,41493022,-36642953,,,-4085620,360968
2020-06-19,RPTX,Repare Therapeutics Inc.,20.00,3.15,-84.25%,132873930,,,32.05,-90.17%,NASDAQ,Healthcare,Biotechnology,Canada,179,2016,82156,Strong Buy,,,,51133000,-61.21%,-28.31%,51133000,-61.21%,-93796000,,-99034000,78041000,842000,-183.44%,-18.35%,212082000,204609000
2020-06-19,GTH,Genetron Holdings Limited,16.00,4.03,-74.84%,127288216,,,,,,Healthcare,Medical - Diagnostics & Research,China,993,2015,,,,,,,,,,,,,,,,,,,
2020-06-19,BIOR,"Biora Therapeutics, Inc.",15.00,0.61,-95.95%,21781467,,,377.75,-99.84%,NASDAQ,Healthcare,Biotechnology,United States,58,2010,137599,Strong Buy,,,,4000,-98.69%,,4000,-98.69%,-124115000,,-113835000,2443000,30781000,-3102875.00%,-2250.00%,-101421000,-43901000
2020-06-19,NUZE,"NuZee, Inc.",9.00,1.22,-86.44%,1563723,,,308.00,-99.60%,NASDAQ,Consumer Staples,Packaged Foods,United States,33,2011,54948,Strong Buy,,,,3348831,7.71%,30.27%,8818,,-8749467,,-8304863,-16241,-36031,-261.27%,,1674357,819846
2020-06-19,FMTX,"Forma Therapeutics Holdings, Inc.",20.00,20.01,0.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-17,TREB,Trebia Acquisition Corp.,10.00,9.22,-7.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-16,RPRX,Royalty Pharma plc,28.00,28.11,0.39%,12556512120,,,44.00,-36.11%,NASDAQ,Healthcare,Biotechnology,United States,89,1996,2287177,Strong Buy,0.84,2.99%,5.13%,2354554000,5.24%,5.36%,2354554000,5.24%,1134834000,2549.50%,1322021000,-2072789000,-2148754000,48.20%,,10084289000,1112816000
2020-06-12,AZEK,The AZEK Company Inc.,23.00,45.56,98.09%,6643832560,,,27.50,65.67%,NYSE,Industrials,Building Products & Equipment,United States,2236,2013,884982,Buy,,,,1394501000,6.28%,11.18%,481507000,30.74%,119510000,265.68%,337958000,57289000,-209240000,8.57%,3.60%,1359305000,394967000
2020-06-12,PCVX,"Vaxcyte, Inc.",16.00,60.06,275.38%,6532065540,,,20.80,188.75%,NASDAQ,Healthcare,Biotechnology,United States,254,2013,1561462,Strong Buy,,,,,,,,,-402266000,,-392095000,-773311000,639813000,,,1240468000,950616000
2020-06-12,RNA,"Avidity Biosciences, Inc.",18.00,23.83,32.39%,1899715685,,,26.50,-10.08%,NASDAQ,Healthcare,Biotechnology,United States,253,2012,1214921,Strong Buy,,,,9560000,3.64%,-20.80%,9560000,3.64%,-212220000,,-207141000,-130070000,93864000,-2219.87%,,500764000,530627000
2020-06-12,GBIO,Generation Bio Co.,19.00,3.01,-84.16%,200096068,,,22.15,-86.41%,NASDAQ,Healthcare,Biotechnology,United States,174,2016,146663,Buy,,,,5904000,,,5904000,,-126612000,,-121349000,-9698000,35817000,-2144.51%,,203128000,232704000
2020-06-12,BNR,Burning Rock Biotech Limited,16.50,0.85,-94.85%,87246927,,,22.80,-96.27%,NASDAQ,Healthcare,Diagnostics & Research,China,1138,2014,42687,,,,,75801834,-4.58%,-14.87%,50125857,-4.42%,-92198731,,,-1283414,-6738887,-121.63%,0.43%,106041704,85661924
2020-06-11,LTRN,Lantern Pharma Inc.,15.00,5.46,-63.60%,58647498,,,14.80,-63.11%,NASDAQ,Healthcare,Biotechnology,United States,21,,123511,Buy,,,,,,,,,-15961534,,-15786691,-930210,-499997,,,40907934,40663139
2020-06-10,UCL,uCloudlink Group Inc.,18.00,1.41,-92.17%,49988207,,,22.50,-93.73%,NASDAQ,Communication Services,Telecom Services,Hong Kong,393,2014,26563,,,,,27006000,7.03%,-3.84%,46299000,5.67%,2811000,,4135000,-240000,2509000,10.41%,0.26%,16053000,9894000
2020-06-09,VRM,"Vroom, Inc.",22.00,11.48,-47.82%,20604304,,,3220.00,-99.64%,NASDAQ,Consumer Discretionary,Auto & Truck Dealerships,United States,1675,2012,17242,Buy,,,,893203000,-54.17%,12.69%,161947000,-33.84%,-365540000,,-276004000,173153000,97340000,-40.92%,0.07%,122151000,95833000
